"name","gps","datetime","no2","o3_1hr","o3_4hr","o3_8hr","co","pm10_1_hr","pm2_5_1_hr","pm10","pm2_5","aqi_co","aqi_no2","aqi_o3_1hr","aqi_o3_4hr","aqi_o3_8hr","aqi_pm10","aqi_pm2_5","aqi_site","date","time"
"Florey","
,  
(-35.220606, 149.0435)","2023-09-18T22:00:00.000","0.022","0.000","0.004","0.018","0.22","25.6","12.1","15.6","9.2","2","27","0","5",,"31","37","37","2023-09-18T00:00:00.000","22:00"
"Civic","
,  
(-35.285307, 149.131579)","2023-11-18T14:00:00.000",,"0.027","0.026","0.022","0.00","7.7","5.7","7.6","3.5","0","0","27","33","34","15","13","33","2023-11-18T00:00:00.000","14:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-02-21T21:00:00.000","0.000","0.012","0.015","0.017","0.44","7.8","2.9","4.6","1.7","4","0","12","19","26","9","6","19","2024-02-21T00:00:00.000","21:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-09-25T16:00:00.000",,,"0.034","0.030","0.03","12.0","4.7","13.4","8.6","0",,,"43",,"27","35","47","2023-09-25T00:00:00.000","16:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-05-09T00:00:00.000","0.011","0.002","0.002","0.009","0.38","16.6","18.3","7.2","4.4","4","14","2","2","14","14","17","17","2023-05-09T00:00:00.000","00:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-07-29T06:00:00.000","0.002","0.010","0.016","0.016","0.05","4.7","2.2","7.4","4.7","1","3","10","20",,"15","19","25","2023-07-29T00:00:00.000","06:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-04-01T15:00:00.000","0.001","0.024","0.023","0.016","0.14","5.6",,"6.8",,"2","1","24","29",,"14",,"25","2023-04-01T00:00:00.000","15:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-05-08T18:00:00.000","0.003","0.023","0.025","0.026","0.06","3.0","3.9","5.1","3.5","1","4","23","32","40","10","14","40","2023-05-08T00:00:00.000","18:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-02-25T14:00:00.000","0.000","0.026","0.025","0.020","0.45","12.8","3.8","7.7","5.8","5","0","26","31","32","15","23","31","2024-02-25T00:00:00.000","14:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-08-13T12:00:00.000",,"0.017","0.014","0.013",,"0.3","3.3","5.9","5.2",,,"17","17","20","12","21","21","2023-08-13T00:00:00.000","12:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-05-11T05:00:00.000","0.007","0.000","0.000","0.001","0.84","12.7","13.8","15.9","14.1","9","9","0","0",,"32","56","56","2023-05-11T00:00:00.000","05:00"
"Civic","
,  
(-35.285307, 149.131579)","2023-12-21T15:00:00.000",,"0.013","0.013","0.014","0.00","7.6","4.3","5.5","1.3","0","0","13","17","22","11","5","17","2023-12-21T00:00:00.000","15:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-10-04T07:00:00.000","0.017","0.009","0.025","0.034","0.02","15.6","6.6","20.0","6.1","0","22","9","31",,"40","25","53","2023-10-04T00:00:00.000","07:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-08-05T14:00:00.000","0.001","0.027","0.027","0.023","0.04","8.6","5.9","12.2","8.2","0","1","27","33",,"24","33","36","2023-08-05T00:00:00.000","14:00"
"Civic","
,  
(-35.285307, 149.131579)","2023-11-22T21:00:00.000",,"0.023","0.024","0.027","0.00","15.9","7.8","20.5","4.7","0","0","23","31","41","41","18","41","2023-11-22T00:00:00.000","21:00"
"Civic","
,  
(-35.285307, 149.131579)","2023-12-18T23:00:00.000",,"0.022","0.025","0.028","0.00","29.4","10.6","24.3","7.4","0","0","22","31","43","48","29","48","2023-12-18T00:00:00.000","23:00"
"Civic","
,  
(-35.285307, 149.131579)","2023-12-16T07:00:00.000",,"0.016","0.014","0.012","0.00","12.9","3.4","18.2","5.7","0","0","16","18","19","36","22","36","2023-12-16T00:00:00.000","07:00"
"Civic","
,  
(-35.285307, 149.131579)","2023-11-29T06:00:00.000",,"0.012","0.016","0.018","0.00","0.0",,"5.2","3.4","0","0","12","20","27","10","13","20","2023-11-29T00:00:00.000","06:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-07-10T08:00:00.000","0.013","0.013","0.014","0.018","0.19","-0.8","1.6","2.4","2.6","2","16","13","18","28","5","10","28","2023-07-10T00:00:00.000","08:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-06-13T23:00:00.000","0.001","0.022","0.020","0.019","0.03","7.3","-1.4","11.2","9.9","0","1","22","25",,"22","40","40","2023-06-13T00:00:00.000","23:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-05-25T17:00:00.000",,"0.017","0.019","0.018",,"20.9","5.7","20.1","11.5",,,"17","24","28","40","46","46","2023-05-25T00:00:00.000","17:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-04-23T20:00:00.000","0.002","0.018","0.021","0.023","0.11","8.1",,"15.6",,"1","3","18","26",,"31",,"35","2023-04-23T00:00:00.000","20:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-03-07T01:00:00.000","0.010","0.001","0.000","0.007","0.62","12.9","8.0","15.5","7.9","6","8","1","1","12","30","31","31","2024-03-07T00:00:00.000","01:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-05-01T23:00:00.000","0.010","0.003",,"0.011","0.15","14.0","5.5","3.4","0.9","2","13","3",,"16","7","4","16","2023-05-01T00:00:00.000","23:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-12-10T02:00:00.000","0.000","0.034","0.037","0.036","0.05","12.6","5.3","17.7","9.9","1","1","34","47",,"35","40","56","2023-12-10T00:00:00.000","02:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-02-29T14:00:00.000","0.000","0.032","0.032","0.024","0.06","13.9","0.0","18.1","7.2","0","0","32","40","38","36","28","38","2024-02-29T00:00:00.000","14:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-07-05T18:00:00.000",,"0.010","0.013","0.013",,"5.6","-0.4","4.9","1.1",,,"10","16","20","10","5","20","2023-07-05T00:00:00.000","18:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-06-21T05:00:00.000","0.007","0.002","0.002","0.002","0.85","25.0","25.7","16.9","13.5","9","9","2","2","3","34","54","54","2023-06-21T00:00:00.000","05:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-09-24T20:00:00.000","0.022","0.007","0.028","0.033","0.13","14.0","6.5","9.2","5.2","1","28","7","35","51","18","21","51","2023-09-24T00:00:00.000","20:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-03-23T12:00:00.000","0.000","0.029","0.022","0.012","0.08","10.4","3.5","11.3","6.9","0","0","29","28","19","22","27","27","2024-03-23T00:00:00.000","12:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-08-16T08:00:00.000","0.007","0.003","0.005","0.004","0.31","9.7","4.7","9.4","7.4","3","9","3","6","6","19","30","30","2023-08-16T00:00:00.000","08:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-12-25T02:00:00.000","0.001","0.022","0.023","0.026","0.00","9.4","15.3","4.9","2.7","0","1","22","29",,"10","11","40","2023-12-25T00:00:00.000","02:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-09-10T20:00:00.000","0.005","0.017","0.020","0.022","0.03","5.1","6.9","8.2","5.6","0","6","17","25",,"16","22","34","2023-09-10T00:00:00.000","20:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-06-30T16:00:00.000",,,"0.022","0.021","0.00","1.1","-0.5","2.7","3.1","0",,,"28",,"5","13","33","2023-06-30T00:00:00.000","16:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-03-28T22:00:00.000",,"0.021","0.021","0.027","0.00","14.9","8.1","17.8","8.7","0","0","21","26","42","35","34","35","2024-03-28T00:00:00.000","22:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-06-26T03:00:00.000",,"0.022","0.022","0.021",,"6.6","7.8","3.5","2.5",,,"22","28","33","7","10","33","2023-06-26T00:00:00.000","03:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-11-08T16:00:00.000","0.000","0.048","0.041","0.038","0.48","7.8","2.4","9.5","5.3","5","0","48","52","59","18","21","52","2023-11-08T00:00:00.000","16:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-10-27T13:00:00.000","0.000","0.029","0.029","0.027","0.01","7.6","2.3","10.9","5.1","0","0","29","36",,"22","20","42","2023-10-27T00:00:00.000","13:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-07-14T22:00:00.000",,"0.017","0.015","0.018",,"12.8","9.1","10.0","7.7",,,"17","19","28","20","31","31","2023-07-14T00:00:00.000","22:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-06-25T08:00:00.000",,"0.013","0.015","0.016",,"2.2","-0.5","3.6","3.6",,,"13","19","25","7","14","25","2023-06-25T00:00:00.000","08:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-06-01T04:00:00.000","0.000","0.015","0.016","0.015","0.12","9.6","4.6","4.2","2.1","1","0","15","20",,"8","8","24","2023-06-01T00:00:00.000","04:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-11-28T04:00:00.000","0.001","0.016","0.018","0.019","0.60","2.6","0.0","8.1","4.4","6","1","16","23","30","16","17","23","2023-11-28T00:00:00.000","04:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-07-15T14:00:00.000","0.000","0.031","0.029","0.026","0.00","5.1","3.9","7.6","7.2","0","0","31","37",,"15","29","41","2023-07-15T00:00:00.000","14:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-01-26T15:00:00.000",,"0.028","0.027","0.025","0.00","15.8","5.2","15.9","5.9","0","0","28","34","39","31","23","34","2024-01-26T00:00:00.000","15:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-01-13T05:00:00.000","0.001","0.002","0.007","0.014","0.09","7.4","1.2","6.2","1.8","1","1","2","8","21","12","7","21","2024-01-13T00:00:00.000","05:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-02-11T16:00:00.000",,,,"0.022",,"8.3","0.8","4.7","1.6",,,,,,"9","6","9","2024-02-11T00:00:00.000","16:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-11-07T14:00:00.000","0.000","0.034","0.034","0.029","0.41","9.4","4.4","9.1","3.9","4","0","34","42","45","18","15","42","2023-11-07T00:00:00.000","14:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-03-28T01:00:00.000",,"0.021","0.022","0.025","0.00","19.0","3.6","19.3","10.0","0","0","21","27","38","38","40","40","2024-03-28T00:00:00.000","01:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-02-28T23:00:00.000","0.001","0.019","0.020","0.028","0.08","24.8","15.5","12.4","5.2","0","1","19","25","44","24","20","44","2024-02-28T00:00:00.000","23:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-12-03T00:00:00.000","0.003","0.012","0.009","0.016","0.15","2.9","3.5","4.7","2.7","1","2","12","12","25","9","10","12","2023-12-03T00:00:00.000","00:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-04-14T09:00:00.000","0.001","0.019","0.014","0.016","0.12","2.6",,"4.2",,"1","2","19","18",,"8",,"25","2023-04-14T00:00:00.000","09:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-05-15T04:00:00.000","0.003","0.005","0.005","0.003","0.38","12.4","17.9","19.2","13.9","4","4","5","6","5","38","55","55","2023-05-15T00:00:00.000","04:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-05-25T03:00:00.000",,"0.000","0.000","0.002",,"19.6","14.6","17.2","12.0",,,"0","0","3","34","48","48","2023-05-25T00:00:00.000","03:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-04-22T20:00:00.000",,"0.001","0.008","0.014",,"8.6","11.9","10.1","8.1",,,"1","10","22","20","32","32","2023-04-22T00:00:00.000","20:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-10-14T08:00:00.000",,"0.016","0.016","0.017",,"3.2","5.0","6.9","4.1",,,"16","20","26","14","16","26","2023-10-14T00:00:00.000","08:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-05-30T18:00:00.000","0.003","0.017","0.018","0.019","0.14","1.9","3.5","7.5","5.2","2","4","17","23","30","15","21","30","2023-05-30T00:00:00.000","18:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-08-17T11:00:00.000","0.010","0.014","0.008","0.005","0.52","13.9","16.2","16.0","13.1","6","12","14","10","8","32","52","52","2023-08-17T00:00:00.000","11:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-02-10T04:00:00.000",,"0.016","0.017","0.016","0.00","8.2","5.6","11.8","6.2","0","0","16","21","24","23","24","24","2024-02-10T00:00:00.000","04:00"
"Civic","
,  
(-35.285307, 149.131579)","2023-12-17T22:00:00.000",,"0.022","0.022","0.025","0.00","13.5","8.2","13.3","6.9","0","0","22","28","39","26","27","28","2023-12-17T00:00:00.000","22:00"
"Civic","
,  
(-35.285307, 149.131579)","2023-11-15T16:00:00.000",,,,"0.027",,"11.7","5.5","10.3","4.8",,,,,,"20","19","20","2023-11-15T00:00:00.000","16:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-02-21T06:00:00.000",,"0.006","0.013","0.016","0.00","5.1","6.5","6.0","2.3","0","0","6","17","24","12","9","17","2024-02-21T00:00:00.000","06:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-09-09T15:00:00.000","0.000","0.029","0.028","0.029","0.01","4.8","4.0","3.9","3.6","0","0","29","36","44","8","14","44","2023-09-09T00:00:00.000","15:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-07-31T14:00:00.000","0.001","0.028","0.027","0.019","0.06","4.2","2.3","4.5","2.1","1","1","28","33",,"9","9","30","2023-07-31T00:00:00.000","14:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-02-18T05:00:00.000","0.001","0.005","0.007","0.009","0.48","9.5","4.8","8.5","5.0","5","0","5","9","13","17","19","19","2024-02-18T00:00:00.000","05:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-05-29T07:00:00.000","0.000","0.025","0.025","0.021","0.11","2.8","1.7","7.5","11.0","1","0","25","31","32","15","44","44","2023-05-29T00:00:00.000","07:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-06-27T10:00:00.000","0.005","0.017","0.013","0.011","0.08","2.6","-0.5","5.0","4.1","1","6","17","17",,"10","16","18","2023-06-27T00:00:00.000","10:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-08-28T13:00:00.000",,"0.017","0.011","0.007",,"2.0","2.5","7.7","7.2",,,"17","14","10","15","29","29","2023-08-28T00:00:00.000","13:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-07-15T04:00:00.000","0.000","0.026","0.026","0.027","0.14","10.5","7.9","10.3","8.4","2","0","26","33","42","21","34","42","2023-07-15T00:00:00.000","04:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-09-28T21:00:00.000",,"0.018","0.021","0.022",,"18.3","10.4","8.8","5.6",,,"18","26","34","18","22","34","2023-09-28T00:00:00.000","21:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-04-05T01:00:00.000",,"0.018","0.018","0.017","0.00","0.0","5.5","5.9","2.9","0","0","18","23","26","11","11","23","2024-04-05T00:00:00.000","01:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-03-31T23:00:00.000","0.001","0.027","0.027","0.035","0.05","17.6","18.6","18.5","12.4","0","1","27","34","53","37","49","53","2024-03-31T00:00:00.000","23:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-02-14T10:00:00.000","0.000","0.021","0.017","0.018","0.45","23.0","5.1","10.5","4.5","5","0","21","21","27","21","17","21","2024-02-14T00:00:00.000","10:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-03-26T09:00:00.000","0.004","0.012","0.004","0.002","0.21","15.7","7.6","7.8","4.8","2","3","12","5","3","15","19","19","2024-03-26T00:00:00.000","09:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-04-06T04:00:00.000",,"0.018","0.018","0.017","0.00","5.4","1.7","4.2","2.3","0","0","18","22","26","8","9","22","2024-04-06T00:00:00.000","04:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-11-09T16:00:00.000",,,"0.034","0.033","0.08","2.2","0.7","7.2","5.3","1",,,"43",,"14","21","50","2023-11-09T00:00:00.000","16:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-06-19T07:00:00.000","0.003","0.019","0.023","0.025","0.12","7.8","3.1","4.4","4.2","1","4","19","28","38","9","17","38","2023-06-19T00:00:00.000","07:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-12-25T06:00:00.000","0.000","0.015","0.013","0.016","0.25","12.7","4.6","5.5","3.1","2","0","15","17","24","11","12","17","2023-12-25T00:00:00.000","06:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-04-25T23:00:00.000","0.011","0.002","0.004","0.010","0.25","16.3","11.5","10.9","8.3","3","14","2","5","15","22","33","33","2023-04-25T00:00:00.000","23:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-08-08T01:00:00.000",,"0.002","0.002","0.004",,"2.8","11.0","5.7","5.4",,,"2","2","6","11","22","22","2023-08-08T00:00:00.000","01:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-01-02T01:00:00.000","0.001","0.016","0.017","0.020","0.28","9.0","3.8","8.2","5.2","3","1","16","22","31","16","20","22","2024-01-02T00:00:00.000","01:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-05-15T00:00:00.000","0.011","0.000","0.001","0.005","0.62","27.6","21.4","16.7","13.8","7","13","0","1",,"33","55","55","2023-05-15T00:00:00.000","00:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-08-23T06:00:00.000",,"0.007","0.013","0.015",,"3.2","5.6","7.7","4.8",,,"7","17","23","15","19","23","2023-08-23T00:00:00.000","06:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-07-02T04:00:00.000","0.008","0.002","0.002","0.003","0.66","32.0","30.0","11.6","9.2","7","10","2","2","4","23","37","37","2023-07-02T00:00:00.000","04:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-04-09T02:00:00.000","0.000","0.021","0.021","0.021","0.08","-4.6","1.9","2.6","3.0","1","0","21","26","33","5","12","33","2023-04-09T00:00:00.000","02:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-08-15T03:00:00.000","0.001","0.009","0.009","0.009","0.17","3.4","-0.2","4.1","2.7","2","1","9","11","13","8","11","13","2023-08-15T00:00:00.000","03:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-01-25T16:00:00.000",,,,"0.030",,"14.8","5.4","15.4","5.9",,,,,,"30","23","30","2024-01-25T00:00:00.000","16:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-01-13T04:00:00.000",,"0.009","0.012","0.016","0.00","10.9","3.1","7.7","5.2","0","0","9","15","25","15","20","20","2024-01-13T00:00:00.000","04:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-11-18T23:00:00.000",,"0.030","0.028","0.032",,"17.4","24.3","8.6","6.2",,,"30","36",,"17","25","49","2023-11-18T00:00:00.000","23:00"
"Civic","
,  
(-35.285307, 149.131579)","2023-12-18T01:00:00.000",,"0.019","0.020","0.022","0.00","13.3","11.5","13.7","7.0","0","0","19","26","35","27","27","27","2023-12-18T00:00:00.000","01:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-03-06T08:00:00.000","0.006","0.007","0.002","0.004","0.58","12.8","9.6","16.1","8.3","6","5","7","3","7","32","33","33","2024-03-06T00:00:00.000","08:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-12-23T08:00:00.000","0.001","0.017","0.014","0.013","0.22","4.7","3.0","8.9","3.6","2","0","17","18","21","17","14","18","2023-12-23T00:00:00.000","08:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-02-22T09:00:00.000","0.002","0.016","0.012","0.014","0.00","5.4","0.0","4.1","0.0","0","2","16","15","22","8","0","22","2024-02-22T00:00:00.000","09:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-12-16T10:00:00.000","0.001","0.026","0.024","0.021","0.01","12.1","-1.1","9.0","0.2","0","1","26","30",,"18","1","32","2023-12-16T00:00:00.000","10:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-07-03T12:00:00.000","0.007","0.019","0.008","0.004","0.58","10.6","16.2","20.7","18.2","6","9","19","10",,"41","73","73","2023-07-03T00:00:00.000","12:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-06-26T10:00:00.000","0.002","0.020","0.020","0.022","0.15","5.6","4.6","3.8","2.6","2","2","20","25","34","8","10","34","2023-06-26T00:00:00.000","10:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-11-24T00:00:00.000","0.001","0.022","0.021","0.021","0.01","3.7","-2.5","6.7",,"0","1","22","27",,"13",,"33","2023-11-24T00:00:00.000","00:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-08-05T15:00:00.000","0.000","0.028","0.027","0.024","0.04","7.3","5.6","12.2","8.3","0","0","28","34",,"24","33","37","2023-08-05T00:00:00.000","15:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-09-30T11:00:00.000",,"0.027","0.019","0.015",,"6.6","6.8","11.9","6.7",,,"27","24","24","24","27","27","2023-09-30T00:00:00.000","11:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-10-18T14:00:00.000","0.001","0.031","0.032","0.026","0.09","9.7","4.6","11.7","4.0","1","1","31","40","40","23","16","40","2023-10-18T00:00:00.000","14:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-07-27T03:00:00.000",,"0.002","0.001","0.001",,"10.1","11.6","10.4","7.2",,,"2","2","1","21","29","29","2023-07-27T00:00:00.000","03:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-07-25T03:00:00.000","0.009","0.002","0.002","0.002","0.93","52.7","35.6","24.4","20.6","10","11","2","3","4","49","82","82","2023-07-25T00:00:00.000","03:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-09-14T00:00:00.000",,"0.001","0.004","0.010",,"15.4","7.9","11.0","6.6",,,"1","5","15","22","26","26","2023-09-14T00:00:00.000","00:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-03-14T04:00:00.000","0.002","0.009","0.013","0.016","0.56","19.0","11.9","19.5","9.7","6","2","9","16","25","39","38","39","2024-03-14T00:00:00.000","04:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-07-10T20:00:00.000","0.001","0.028","0.026","0.028",,"4.1","0.5","6.2","2.1",,"1","28","32",,"12","8","42","2023-07-10T00:00:00.000","20:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-08-28T03:00:00.000","0.007","0.002","0.002","0.002","0.36","15.9","16.5","11.0","8.2","4","9","2","3",,"22","33","33","2023-08-28T00:00:00.000","03:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-11-29T14:00:00.000","0.002","0.026","0.020","0.017","0.64","5.3","2.1","4.2","0.7","7","2","26","25","26","8","2","26","2023-11-29T00:00:00.000","14:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-03-28T07:00:00.000","0.007","0.001","0.005","0.009","0.17","8.4","7.4","18.5","11.7","1","6","1","6","14","36","46","46","2024-03-28T00:00:00.000","07:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-09-09T22:00:00.000","0.013","0.011","0.019","0.023","0.05","3.2","6.4","4.5","3.3","1","16","11","24","35","9","13","35","2023-09-09T00:00:00.000","22:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-06-13T17:00:00.000","0.004","0.026","0.025","0.020","0.16","1.8","1.4","13.5","12.8","2","5","26","31","31","27","51","51","2023-06-13T00:00:00.000","17:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-03-14T23:00:00.000",,"0.012","0.012","0.014","0.00","7.1","1.1","35.8","11.4","0","0","12","16","21","71","45","71","2024-03-14T00:00:00.000","23:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-08-21T20:00:00.000","0.017","0.006","0.017","0.018","0.16","9.1","7.2","6.5","5.4","2","21","6","21","27","13","22","27","2023-08-21T00:00:00.000","20:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-08-29T08:00:00.000","0.005","0.001","0.001","0.001","0.47","13.1","8.6","11.3","9.6","5","7","1","1",,"23","38","38","2023-08-29T00:00:00.000","08:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-09-02T16:00:00.000",,,"0.032","0.030","0.07","5.1","1.2","7.8","5.1","1",,,"40",,"16","20","46","2023-09-02T00:00:00.000","16:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-11-03T21:00:00.000","0.001","0.025","0.026","0.031","0.10","14.6","9.7","13.0","7.1","1","1","25","32",,"26","28","47","2023-11-03T00:00:00.000","21:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-02-19T20:00:00.000","0.000","0.020","0.022","0.028","0.44","13.6","9.4","8.7","4.5","4","0","20","28","43","17","18","28","2024-02-19T00:00:00.000","20:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-01-05T09:00:00.000",,"0.011","0.010","0.010","0.00","6.0","3.1","7.9","2.7","0","0","11","13","16","15","10","15","2024-01-05T00:00:00.000","09:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-06-19T19:00:00.000","0.015","0.008","0.014","0.021","0.14","1.2","5.4","4.4","3.4","2","18","8","18","32","9","14","32","2023-06-19T00:00:00.000","19:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-07-02T09:00:00.000","0.007","0.011","0.005","0.003","0.59","7.5","14.3","14.3","12.1","7","9","11","6","5","29","48","48","2023-07-02T00:00:00.000","09:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-09-28T05:00:00.000","0.002","0.011","0.018","0.022","0.11","6.0","3.8","9.8","6.2","1","3","11","22","34","20","25","34","2023-09-28T00:00:00.000","05:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-04-06T20:00:00.000","0.020","0.002","0.017","0.021","0.18","16.3","7.7","9.3","4.4","2","25","2","21","32","19","18","32","2023-04-06T00:00:00.000","20:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-09-23T03:00:00.000",,"0.015","0.016","0.019",,"8.7","4.9","9.3","5.5",,,"15","21","29","19","22","29","2023-09-23T00:00:00.000","03:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-10-02T05:00:00.000","0.000","0.024","0.022","0.019","0.06","30.5","4.7","21.2","8.7","1","0","24","27",,"42","35","42","2023-10-02T00:00:00.000","05:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-05-31T05:00:00.000","0.000","0.018","0.018","0.018",,"4.4","4.9","4.1","4.4",,"0","18","22",,"8","17","28","2023-05-31T00:00:00.000","05:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-02-02T09:00:00.000","0.000","0.024","0.017","0.015","0.03","12.0","3.7","10.8","4.7","0","0","24","21","23","21","18","23","2024-02-02T00:00:00.000","09:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-01-01T10:00:00.000",,"0.016","0.014","0.014","0.00","6.5","2.9","10.6","4.9","0","0","16","18","22","21","19","21","2024-01-01T00:00:00.000","10:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-08-02T22:00:00.000",,"0.000","0.000","0.007",,"19.0","13.0","9.6","6.7",,,"0","0","10","19","27","27","2023-08-02T00:00:00.000","22:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-07-12T16:00:00.000",,,"0.026","0.018","0.05","3.9","2.2","11.8","8.9","1",,,"32",,"24","36","36","2023-07-12T00:00:00.000","16:00"
